ID,Date,BitCoin_Price,Dash_Price,Ethereum_Price,EthereumClassic_Price,LiteCoin_Price,Monero_Price,Nem_Price,Neo_Price,Ripple_Price,Stratis_Price,Waves_Price
,"Nov 20, 2016",731.03,8.51,9.58,0.858533,3.92,6.58,0.003943,0.170999,0.007651,0.075914,0.277263
,"Nov 19, 2016",751.62,8.48,9.66,0.860979,3.95,6.55,0.003993,0.169928,0.007799,0.079627,0.294224
,"Nov 18, 2016",751.59,8.95,9.48,0.871999,3.96,6.72,0.004008,0.172177,0.007778,0.086462,0.297482
,"Nov 17, 2016",740.98,9.02,9.99,0.893229,3.94,6.79,0.004021,0.17328,0.007727,0.084937,0.325359
,"Nov 16, 2016",744.2,9.45,10.06,0.909567,4.02,6.58,0.003992,0.162529,0.007842,0.096157,0.332264
,"Nov 15, 2016",711.62,9.64,10.22,0.922699,3.89,7.3,0.004192,0.173875,0.007881,0.10669,0.357763
,"Nov 14, 2016",705.02,9.68,9.97,0.888597,3.88,7.71,0.004256,0.183786,0.008098,0.107251,0.380149
,"Nov 13, 2016",702.03,9.49,10.1,0.902412,3.88,7.1,0.004647,0.169917,0.008257,0.08569,0.39035
,"Nov 12, 2016",705.05,9.64,9.88,0.909944,3.76,7.44,0.004773,0.168695,0.008044,0.086053,0.400963
,"Nov 11, 2016",716.41,9.67,10.29,0.917606,3.82,6.78,0.004867,0.176226,0.008065,0.087435,0.379701
,"Nov 10, 2016",715.53,9.67,10.52,0.921264,3.82,6.1,0.004159,0.168272,0.008136,0.067969,0.375629
,"Nov 09, 2016",723.27,9.7,10.66,0.913514,3.86,6.19,0.003923,0.159859,0.008079,0.064787,0.368976
,"Nov 08, 2016",709.85,9.76,10.83,0.943784,3.84,6.32,0.004125,0.161594,0.008206,0.069018,0.349219
,"Nov 07, 2016",703.13,9.92,10.81,0.927765,3.84,5.74,0.004125,0.173087,0.008108,0.059499,0.351602
,"Nov 06, 2016",711.52,9.4,10.87,0.982655,3.89,4.97,0.003706,0.164002,0.008193,0.052001,0.368279
,"Nov 05, 2016",703.42,9.21,11,1.04,3.87,5.02,0.003885,0.160797,0.00823,0.052485,0.349872
,"Nov 04, 2016",703.24,9.13,11.09,0.972006,3.88,4.85,0.003722,0.175917,0.008157,0.051577,0.340576
,"Nov 03, 2016",688.7,9.12,10.8,0.893556,3.86,4.89,0.003664,0.173534,0.008021,0.048739,0.345537
,"Nov 02, 2016",740.83,8.94,10.75,0.885256,4.1,4.51,0.003749,0.197941,0.008222,0.054034,0.352219
,"Nov 01, 2016",729.79,9.04,10.77,0.884664,4.09,4.71,0.003828,0.211322,0.008102,0.055675,0.345782
,"Oct 31, 2016",700.97,9.2,11,0.903216,3.99,5.12,0.003629,0.228251,0.008196,0.051525,0.328016
,"Oct 30, 2016",701.86,9.67,11.18,0.927473,4.03,5.57,0.003712,0.181026,0.008014,0.052163,0.353743
,"Oct 29, 2016",714.48,8.61,10.44,0.889612,4.09,5.14,0.003496,0.170166,0.007732,0.056596,0.346814
,"Oct 28, 2016",689.65,9.07,11.09,0.942647,3.97,5.73,0.003743,0.151552,0.008143,0.054974,0.337918
,"Oct 27, 2016",688.31,9.71,11.5,0.995753,4.02,6.21,0.003936,0.127426,0.008481,0.051045,0.329201
,"Oct 26, 2016",678.3,9.34,11.53,1.03,3.96,6.17,0.00381,0.129615,0.008835,0.0451,0.333643
,"Oct 25, 2016",657.59,9.41,11.41,1.02,3.9,6.09,0.003908,0.135712,0.008891,0.039468,0.355961
,"Oct 24, 2016",653.76,9.85,11.97,1.03,3.87,6.42,0.003879,0.093762,0.009065,0.039226,0.338372
,"Oct 23, 2016",657.07,9.96,12.04,1.05,3.92,6.51,0.003751,0.082726,0.009454,0.03926,0.31363
,"Oct 22, 2016",657.29,10.36,12.07,1.05,3.89,6.52,0.003745,0.081484,0.008972,0.038163,0.288693
,"Oct 21, 2016",632.83,10.77,12.18,1.03,3.81,6.78,0.003705,0.080181,0.009029,0.037486,0.243799
,"Oct 20, 2016",630.86,10.5,12.1,1.04,3.78,6.56,0.003738,0.092682,0.009092,0.03584,0.240599
,"Oct 19, 2016",630.52,10.29,12.02,1.05,3.8,6.62,0.003803,0.117084,0.008627,0.036885,0.249335
,"Oct 18, 2016",637.96,10.21,12.59,1.06,3.84,6.57,0.003875,0.19744,0.00835,0.035577,0.245576
,"Oct 17, 2016",639.19,10.62,12.01,1.07,3.91,6.28,0.003814,0.192747,0.00803,0.035226,0.244299
,"Oct 16, 2016",641.63,10.85,11.95,1.2,3.89,6.38,0.003988,0.175901,0.008078,0.038427,0.235213
,"Oct 15, 2016",638.65,11.1,11.98,0.992573,3.87,6.56,0.004003,0.179885,0.008146,0.0376,0.223403
,"Oct 14, 2016",640.38,11.53,11.94,0.991068,3.9,6.92,0.004275,0.191014,0.008767,0.038391,0.209668
,"Oct 13, 2016",636.79,11.44,11.96,1.01,3.91,6.91,0.004128,0.185407,0.007982,0.033419,0.205778
,"Oct 12, 2016",636.19,11.43,11.93,1.04,3.76,7.31,0.004045,0.186052,0.007949,0.035035,0.212963
,"Oct 11, 2016",641.07,11.73,11.79,1.1,3.82,7.28,0.004547,0.193575,0.008234,0.037798,0.209706
,"Oct 10, 2016",618.99,11.69,11.76,1.15,3.8,6.94,0.003546,0.193108,0.007978,0.032182,0.209878
,"Oct 09, 2016",616.75,11.59,12.05,1.17,3.82,7.48,0.003877,0.186541,0.007543,0.030178,0.212259
,"Oct 08, 2016",619.11,11.72,12.22,1.18,3.84,6.88,0.003955,0.205229,0.00731,0.030303,0.21252
,"Oct 07, 2016",617.12,11.87,12.67,1.17,3.86,6.89,0.004019,0.20284,0.007377,0.030634,0.203778
,"Oct 06, 2016",613.02,12.06,12.85,1.17,3.85,7.18,0.004399,0.180059,0.007382,0.028928,0.211073
,"Oct 05, 2016",612.51,12.03,13.04,1.19,3.84,6.76,0.004336,0.289392,0.007435,0.028109,0.213118
,"Oct 04, 2016",610.2,12.06,13.28,1.16,3.82,7.65,0.004256,0.185843,0.007853,0.027891,0.205533
,"Oct 03, 2016",612.13,11.89,13.45,1.19,3.84,7.95,0.004285,0.178713,0.008089,0.031855,0.1927
,"Oct 02, 2016",610.89,11.78,13.2,1.19,3.84,8.3,0.004311,0.177279,0.008165,0.031769,0.196629
,"Oct 01, 2016",613.98,11.71,13.17,1.19,3.85,7.36,0.004386,0.202293,0.008205,0.031822,0.185924
,"Sep 30, 2016",609.74,12.1,13.22,1.26,3.84,8.41,0.004366,0.184939,0.00883,0.029636,0.196706
,"Sep 29, 2016",605.69,12.01,13.07,1.27,3.85,8.71,0.004006,0.191738,0.008914,0.029073,0.173167
,"Sep 28, 2016",604.73,11.59,13.27,1.25,3.84,9.4,0.004617,0.194798,0.009048,0.032441,0.17312
,"Sep 27, 2016",606.17,11.64,13.1,1.2,3.85,9.31,0.00467,0.197913,0.008229,0.034811,0.173631
,"Sep 26, 2016",608.04,11.41,12.82,1.2,3.86,9.4,0.004988,0.202491,0.007963,0.035266,0.173482
,"Sep 25, 2016",600.83,11.55,13.1,1.21,3.81,10.24,0.005066,0.198994,0.007855,0.03611,0.174928
,"Sep 24, 2016",602.63,11.53,12.88,1.25,3.81,10.63,0.005167,0.213843,0.007362,0.038854,0.181455
,"Sep 23, 2016",602.84,11.54,13.33,1.24,3.81,10.77,0.005251,0.243237,0.007211,0.035526,0.186626
,"Sep 22, 2016",596.3,11.54,13.25,1.25,3.77,10.16,0.005299,0.252723,0.006843,0.034466,0.195984
,"Sep 21, 2016",597.15,11.53,13.77,1.22,3.84,9.92,0.005415,0.303794,0.006829,0.034957,0.199509
,"Sep 20, 2016",608.31,11.41,14.43,1.25,3.84,11.15,0.005127,0.312621,0.006785,0.036401,0.215727
,"Sep 19, 2016",609.23,11.54,13.19,1.28,3.83,10.56,0.00516,0.331296,0.006858,0.03405,0.191414
,"Sep 18, 2016",609.87,11.64,12.43,1.32,4.04,9.45,0.005174,0.384916,0.006853,0.036501,0.186632
,"Sep 17, 2016",605.98,11.78,12.7,1.32,3.81,9.68,0.005274,0.426568,0.007018,0.033547,0.179221
,"Sep 16, 2016",606.97,11.72,12.56,1.32,3.81,8.91,0.005499,0.388858,0.007446,0.034574,0.167791
,"Sep 15, 2016",607.15,12.21,11.94,1.28,3.81,9.41,0.005674,0.349832,0.008303,0.038852,0.1656
,"Sep 14, 2016",610.68,12.71,11.92,1.29,3.83,10.51,0.005695,0.325127,0.005961,0.037704,0.17306
,"Sep 13, 2016",609.24,13,11.92,1.29,3.82,10.88,0.005876,0.309509,0.005886,0.036959,0.169045
,"Sep 12, 2016",608.24,12.26,11.89,1.32,3.82,10.03,0.005736,0.374598,0.005897,0.034792,0.171349
,"Sep 11, 2016",606.72,11.14,11.64,1.34,3.86,10.69,0.005716,0.37615,0.005842,0.037784,0.160849
,"Sep 10, 2016",623.51,11.42,12.17,1.42,3.97,12.23,0.005874,0.391001,0.00587,0.047915,0.162375
,"Sep 09, 2016",622.86,11.22,11.65,1.4,3.97,12.43,0.006211,0.558478,0.005869,0.030533,0.166817
,"Sep 08, 2016",626.32,11.69,11.35,1.44,3.99,12.74,0.005664,0.558478,0.005902,0.026794,0.162395
,"Sep 07, 2016",614.54,11.28,11.55,1.48,3.97,11.83,0.0057,0.458478,0.005892,0.027648,0.160031
,"Sep 06, 2016",610.44,10.92,11.69,1.47,3.97,12.46,0.005703,0.458478,0.005912,0.024576,0.166453
,"Sep 05, 2016",606.59,11.27,11.72,1.45,3.98,13.96,0.005724,0.358478,0.005932,0.022383,0.170325
